id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1839,BNB,BNB,bnb,3020,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734886.82999998,137734886.82999998,137734886.82999998,False,116005579818.76,,4,,,,2025-12-23T23:15:00.000Z,842.2381757349278,1696369450.1564584,-13.4748,-0.18450079,-1.8885672,-3.48965266,-0.90765004,-23.95288069,-17.30752792,116005579818.75592,3.9287,116005579818.76,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:15:45.731393
52,XRP,XRP,xrp,1774,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60572944636.0,99985740916.0,False,187590671419.67,,5,,,,2025-12-23T23:14:00.000Z,1.876174239457488,2205490109.879862,-16.3312,-0.19296795,-1.42372884,-2.54757584,-8.71174736,-25.15022082,-36.1624219,113645398334.14783,3.8488,187617423945.75,,2025-12-23T23:14:00.000Z,,,,,,2025-12-24 04:15:45.731393
3408,USDC,USDC,usd-coin,35779,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76935989128.54724,76935989128.54724,False,76921304859.95,,6,60901219650.23,60889595833.1133,,2025-12-23T23:14:00.000Z,0.9998091365463045,19085670042.694546,62.5745,-0.00275661,0.02203048,-0.00863539,0.01289363,-0.0049935,0.0063727,76921304859.94868,2.6051,76921304859.95,,2025-12-23T23:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-24 04:15:45.731393
5426,Solana,SOL,solana,1065,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,562415281.547072,616723904.8992953,True,76224858045.48,,7,525236893.3,64917392230.12322,,2025-12-23T23:14:00.000Z,123.59640584699807,3063798182.860533,-16.3285,-0.42777648,-1.60618416,-3.77156852,-6.07982064,-36.09046178,-41.68064945,69512507392.6456,2.3541,76224858045.48,,2025-12-23T23:14:00.000Z,,,,,,2025-12-24 04:15:45.731393
1958,TRON,TRX,tron,1272,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94687719953.4522,94687719953.4522,True,26836122382.79,,8,94667886298.43,26830501185.093266,,2025-12-23T23:14:00.000Z,0.28341713578048094,448886816.91277677,-27.0855,0.07552019,-0.3211288,0.99627815,3.13420252,-6.77231164,-16.31112753,26836122382.791714,0.9088,26836122382.79,,2025-12-23T23:14:00.000Z,,,,,,2025-12-24 04:15:45.731393
74,Dogecoin,DOGE,dogecoin,1361,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168019303126.5791,168019303126.5791,True,21710792547.69,,9,,,,2025-12-23T23:14:00.000Z,0.12921606115302153,921875325.0323914,-17.9121,-0.22375484,-2.17539589,-1.85338764,-11.65695761,-34.55480216,-46.45513844,21710792547.69211,0.7353,21710792547.69,,2025-12-23T23:14:00.000Z,,,,,,2025-12-24 04:15:45.731393
2010,Cardano,ADA,cardano,1646,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35925947464.89537,44994433987.369934,False,16260145962.74,,10,37997904336.0,13731731150.461178,,2025-12-23T23:14:00.000Z,0.3613812758997725,458015871.25182635,-25.3177,-0.50050887,-2.68135095,-6.17823057,-12.2115604,-44.95085973,-55.65431019,12982964732.772085,0.4397,16262157415.49,,2025-12-23T23:14:00.000Z,,,,,,2025-12-24 04:15:45.731393
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19970953.125,19970953.125,False,11471499550.53,,11,,,,2025-12-23T23:14:00.000Z,574.409217163212,372145404.3346794,-20.8174,-0.3025924,-2.63438811,5.3083466,6.02264928,14.19083413,3.22232914,11471499550.534452,0.3885,12062593560.43,,2025-12-23T23:14:00.000Z,,,,,,2025-12-24 04:15:45.731393
1975,Chainlink,LINK,chainlink,2173,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12342619286.47,,12,,,,2025-12-23T23:15:00.000Z,12.34261928646998,438443197.1982197,-12.8312,-0.47970555,-1.86842022,-4.32421762,-2.10401346,-31.11226479,-43.0432669,8739808352.05692,0.296,12342619286.47,,2025-12-23T23:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-24 04:15:45.731393
328,Monero,XMR,monero,346,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8265535623.0,,13,,,,2025-12-23T23:15:00.000Z,448.07558396062365,138152246.1989607,-18.7571,0.55680924,-3.2823741,3.75452623,15.48691556,38.21148282,53.85493895,8265535622.99958,0.2799,8265535623.0,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:15:45.731393
32196,Hyperliquid,HYPE,hyperliquid,218,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,24017642100.0,,14,333931719.0,8023997488.935912,,2025-12-23T23:15:00.000Z,24.028856896148618,177827945.50872704,-27.4013,-1.77322259,-3.55489194,-9.84063322,-24.78524204,-38.61772561,-47.88316623,8090160946.399458,0.274,24017642100.0,,2025-12-23T23:15:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-24 04:15:45.731393
3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921817273.9,985239504.0,False,7765691638.62,,15,,,,2025-12-23T23:15:00.000Z,7.882034375492184,2554326.48677725,-5.0438,-0.07134686,-4.72630416,-13.88815531,-16.61501699,-11.96445224,-16.44591249,7265795440.802294,0.2461,7765691638.62,,2025-12-23T23:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-12-24 04:15:45.731393
1,Bitcoin,BTC,bitcoin,12503,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19966175.0,19966175.0,False,1742261611453.21,,1,,,,2025-12-23T23:15:00.000Z,87260.66016416291,43424758275.5142,13.3969,-0.21586559,-1.5103819,-0.54781423,-0.12818361,-21.33475645,-23.05834897,1742261611453.2053,59.0042,1832473863447.42,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
1027,Ethereum,ETH,ethereum,11293,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694996.47928987,120694996.47928987,True,356997105143.68,,2,,,,2025-12-23T23:15:00.000Z,2957.8451100492425,21083299792.06333,3.0901,-0.07165888,-1.68732791,0.1671055,5.01038158,-24.69934747,-28.91828456,356997105143.6781,12.0902,356997105143.68,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
825,Tether USDt,USDT,tether,163957,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186906835256.83847,188851514010.53958,True,188725176561.22,,3,,,,2025-12-23T23:15:00.000Z,0.9993310223114393,76754233223.59413,-9.3157,-0.0265918,-0.00831766,-0.0567261,-0.03004296,-0.08558576,-0.10313581,186781798754.21216,6.3256,188725176561.22,,2025-12-23T23:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-24 04:16:47.067493
1839,BNB,BNB,bnb,3020,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734886.82999998,137734886.82999998,137734886.82999998,False,116008952266.3,,4,,,,2025-12-23T23:16:00.000Z,842.2626607990876,1696265249.7294753,-13.4728,-0.17766135,-1.92696473,-3.48490007,-0.90565353,-23.961006,-17.30545585,116008952266.297,3.9288,116008952266.3,,2025-12-23T23:16:00.000Z,,,,,,2025-12-24 04:16:47.067493
52,XRP,XRP,xrp,1774,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60572944636.0,99985740916.0,False,187601282458.29,,5,,,,2025-12-23T23:15:00.000Z,1.8762803649762456,2205171234.2716184,-16.3675,-0.1986199,-1.42815934,-2.62302088,-8.66445591,-25.15332041,-36.17821902,113651826669.31999,3.849,187628036497.62,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
3408,USDC,USDC,usd-coin,35779,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76935989128.54724,76935989128.54724,False,76914071347.72,,6,60901219650.23,60883869907.93788,,2025-12-23T23:15:00.000Z,0.9997151166693907,19085134107.551632,62.5339,-0.02335109,0.01041066,-0.02098005,-0.0082971,-0.00524428,-0.01030333,76914071347.72058,2.6048,76914071347.72,,2025-12-23T23:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-24 04:16:47.067493
5426,Solana,SOL,solana,1065,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,562415281.547072,616723904.8992953,True,76236011055.79,,7,525236893.3,64926890763.32759,,2025-12-23T23:15:00.000Z,123.61449013110973,3063788019.524343,-16.3479,-0.42710054,-1.62993632,-3.81412845,-6.03145566,-36.06244164,-41.73241043,69522678270.38583,2.3545,76236011055.79,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
1958,TRON,TRX,tron,1272,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94687719953.4522,94687719953.4522,True,26837038325.79,,8,94667886298.43,26831416936.233776,,2025-12-23T23:15:00.000Z,0.2834268090833962,448357702.3479373,-27.2522,0.07313011,-0.33064116,0.98940131,3.14128757,-6.71026356,-16.32204488,26837038325.789177,0.9089,26837038325.79,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
74,Dogecoin,DOGE,dogecoin,1361,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168019303126.5791,168019303126.5791,True,21712754384.93,,9,,,,2025-12-23T23:15:00.000Z,0.12922773741400348,921714035.5975511,-17.9536,-0.21756844,-2.18847364,-1.8587544,-11.6425322,-34.55213703,-46.48362527,21712754384.92542,0.7353,21712754384.93,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
2010,Cardano,ADA,cardano,1646,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35925947464.89537,44994433987.369934,False,16262931717.9,,10,37997904336.0,13734083727.181509,,2025-12-23T23:15:00.000Z,0.36144318922792684,458021490.703634,-25.3197,-0.48535131,-2.69058339,-6.21527696,-12.21079844,-44.92758091,-55.67525508,12985189027.746737,0.4398,16264943515.26,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19970953.125,19970953.125,False,11473006227.69,,11,,,,2025-12-23T23:15:00.000Z,574.4846605908023,372165040.5700058,-20.8207,-0.29703754,-2.62704884,5.29674633,5.81756213,14.24378562,3.19725206,11473006227.690447,0.3885,12064177872.41,,2025-12-23T23:15:00.000Z,,,,,,2025-12-24 04:16:47.067493
1975,Chainlink,LINK,chainlink,2173,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12344794975.24,,12,,,,2025-12-23T23:16:00.000Z,12.344794975239667,438517601.9536026,-12.8868,-0.43694956,-1.95795866,-4.30477282,-2.0531895,-31.10051071,-43.03084299,8741348957.21045,0.296,12344794975.24,,2025-12-23T23:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-24 04:16:47.067493
328,Monero,XMR,monero,346,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8255235277.07,,13,,,,2025-12-23T23:16:00.000Z,447.51720108866874,138136431.76694873,-18.7986,0.38487866,-3.43791236,3.67371763,15.33553623,38.02461072,53.784889,8255235277.065486,0.2796,8255235277.07,,2025-12-23T23:16:00.000Z,,,,,,2025-12-24 04:16:47.067493
32196,Hyperliquid,HYPE,hyperliquid,218,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,24017642100.0,,14,333931719.0,8023997488.935912,,2025-12-23T23:15:00.000Z,24.028856896148618,177827945.50872704,-27.4013,-1.77322259,-3.55489194,-9.84063322,-24.78524204,-38.61772561,-47.88316623,8090160946.399458,0.274,24017642100.0,,2025-12-23T23:15:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-24 04:16:47.067493
3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921817273.9,985239504.0,False,7765123782.03,,15,,,,2025-12-23T23:16:00.000Z,7.881458011486325,2554391.51916919,-4.332,-0.08395153,-4.74371622,-13.8819576,-16.62133481,-11.97089883,-16.45180615,7265264138.505639,0.246,7765123782.03,,2025-12-23T23:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-12-24 04:16:47.067493
1,Bitcoin,BTC,bitcoin,12503,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19966175.0,19966175.0,False,1741553299668.07,,1,,,,2025-12-23T23:16:00.000Z,87225.18457681901,43398144139.93517,13.3126,-0.27253534,-1.51214078,-0.57350234,-0.13611118,-21.37699173,-23.07969463,1741553299668.0693,58.9802,1831728876113.2,,2025-12-23T23:16:00.000Z,,,,,,2025-12-24 04:17:48.302355
